# Nodes
id    node_label  type x          y          demand service_time
0     4555266688  d    -1.0282479 38.0375731 0      0.0         
1     748295171   c    -1.1268033 37.9853869 40     0.41        
2     633212936   c    -1.1312471 37.9908105 32     0.405       
3     5320556041  c    -1.1243875 37.9499231 30     0.447       
4     748295179   c    -1.1274672 37.9851421 69     0.367       
5     7013545997  c    -1.1233196 37.9924258 71     0.431       
6     480115741   c    -1.1271583 37.9843445 94     0.42        
7     309961265   c    -1.0846607 37.9847915 99     0.354       
8     705254966   c    -1.1287364 37.9930933 43     0.403       
9     2635212343  c    -1.1007639 38.014392  59     0.314       
10    700846655   c    -1.1232781 37.9895051 31     0.253       
11    712556609   c    -1.1449922 38.005363  51     0.393       
12    690594372   c    -1.1309222 37.9952577 97     0.453       
13    690545221   c    -1.128644  37.9779744 48     0.292       
14    5356932685  c    -1.1887308 37.9979718 55     0.491       
15    693269079   c    -1.1319418 37.9850674 29     0.418       
16    480115805   c    -1.1271738 37.9885968 79     0.32        
17    715785827   c    -1.138511  37.9665687 55     0.39        
18    314764909   c    -1.2085078 37.9318631 63     0.26        
19    10095810157 c    -1.1207658 37.9753104 72     0.41        
20    706199152   c    -1.1228484 37.9912691 29     0.323       
21    313490546   c    -1.1268732 37.994149  22     0.264       
22    322868342   c    -1.1278354 37.9774622 57     0.356       
23    3203404921  c    -1.1929874 37.9630168 91     0.404       
24    4947482746  c    -1.1050575 37.9767067 74     0.305       
25    705254012   c    -1.1301428 37.9962355 85     0.5         
26    712498816   c    -1.1218953 37.9920534 33     0.299       
27    705255040   c    -1.12673   37.9938147 86     0.3         
28    5556229763  c    -1.148582  38.0087388 73     0.322       
29    705255050   c    -1.1266119 37.9934741 93     0.386       
30    633197708   c    -1.1174148 37.990119  69     0.429       
31    720972435   c    -1.1141937 37.9969871 90     0.312       
32    1506535059  c    -1.1281804 37.9917495 97     0.25        
33    781502110   c    -1.1960239 37.9470978 53     0.452       
34    1274336936  c    -1.131369  37.9976439 55     0.3         
35    635129005   c    -1.1327308 37.9923157 75     0.309       
36    705211565   c    -1.1434937 38.0050026 84     0.319       
37    552585908   c    -1.0945752 37.9554558 27     0.456       
38    703392446   c    -1.1478595 37.9995218 89     0.259       
39    10238827714 c    -1.0921794 37.9577212 61     0.445       
40    2246860493  c    -1.2174759 37.9854327 60     0.479       
41    3005031629  c    -1.1056774 37.9784534 53     0.432       
42    472287440   c    -1.1586126 37.8289227 45     0.393       
43    248920791   c    -1.1321364 37.9902333 68     0.495       
44    312526551   c    -1.1052942 37.9924471 42     0.292       
45    705255645   c    -1.1278526 37.993411  68     0.39        
46    4246172900  c    -1.1324557 37.9893342 76     0.4         
47    690302195   c    -1.0346905 38.0131839 50     0.356       
48    311878389   c    -1.1606826 37.9391824 35     0.48        
49    693394682   c    -1.1312586 37.9834689 67     0.432       
50    311875841   c    -1.1601971 37.9411609 93     0.264       
51    1531829505  c    -1.1283342 37.9689286 61     0.311       
52    311875847   c    -1.159661  37.9393582 63     0.27        
53    303597326   c    -1.1014675 38.0145844 90     0.29        
54    1444293391  c    -1.0903102 37.9589537 45     0.438       
55    2276189458  c    -1.1620934 37.9391406 34     0.396       
56    7009957674  c    -1.1446461 38.0019889 58     0.317       
57    322866988   c    -1.1257808 37.9754661 60     0.423       
58    552586045   c    -1.1357986 37.9724617 34     0.284       
59    633425217   c    -1.1351156 37.9913585 27     0.346       
60    705255256   c    -1.1276691 37.993094  61     0.475       
61    249770330   c    -1.1373845 37.9841248 63     0.261       
62    10133261671 c    -1.1333742 37.9915901 88     0.281       
63    693337450   c    -1.1272    37.9871581 52     0.355       
64    267522924   c    -1.1236611 37.9754868 90     0.305       
65    10133261680 c    -1.132993  37.9916714 60     0.425       
66    3190561648  c    -1.1170252 37.9905187 81     0.406       
67    10133261682 c    -1.1341457 37.9914255 80     0.408       
68    10138378102 c    -1.1371395 37.9714494 65     0.304       
69    778657152   c    -1.1459726 38.0287065 32     0.273       
70    10121603974 c    -1.1296602 37.9925841 59     0.457       
71    2242511250  c    -1.1191824 38.0073965 59     0.366       
72    3420113810  c    -1.1429145 37.9661782 93     0.31        
73    309961111   c    -1.106757  37.980021  41     0.362       
74    297843610   c    -1.1032086 38.0731956 25     0.33        
75    1207152028  c    -1.0715103 37.9728644 50     0.418       
76    2026330014  c    -1.2173044 37.9546724 32     0.29        
77    2449416096  c    -1.0426929 37.9895589 96     0.293       
78    1534383010  c    -1.105763  37.9785834 95     0.302       
79    314764709   c    -1.2056587 37.9339446 39     0.446       
80    2331911596  c    -1.038443  38.0158045 35     0.302       
81    778487724   c    -1.0992023 37.9783939 36     0.393       
82    706198960   c    -1.1221513 37.9919909 56     0.268       
83    1096681403  c    -1.1351717 38.0219129 60     0.39        
84    1534383036  c    -1.1059496 37.9788466 88     0.271       
85    8533617091  c    -1.1097957 38.0019059 39     0.385       
86    3878150596  c    -1.1690423 37.9410371 84     0.306       
87    1461773765  c    -1.1636678 37.9371051 94     0.325       
88    715509194   c    -1.131813  37.9843136 57     0.291       
89    921307598   c    -1.2109511 37.8273439 35     0.262       
90    312025046   c    -1.1616019 37.9416611 33     0.373       
91    5285791704  c    -1.1131258 37.9922757 88     0.367       
92    309598681   c    -1.1362951 38.0215955 83     0.386       
93    10000516579 c    -1.1265361 37.9851926 75     0.45        
94    1428105703  c    -1.1554961 37.9482497 66     0.414       
95    1689800169  c    -1.131512  37.98641   44     0.359       
96    8174383089  c    -1.0556802 38.0134555 60     0.389       
97    633212913   c    -1.1316087 37.9900756 25     0.36        
98    705255926   c    -1.1263415 37.9927262 41     0.328       
99    705254398   c    -1.1275828 37.9943708 74     0.343       
100   705254399   c    -1.1273722 37.9939738 71     0.487       
101   1532780418  f    -1.1490935 38.0310246 0      0.0         
102   248923843   f    -1.1295207 37.9820471 0      0.0         
103   1224733540  f    -1.1381744 37.9970783 0      0.0         
104   248923786   f    -1.1285558 37.9816739 0      0.0         
105   1289161324  f    -1.1285666 37.969682  0      0.0         
106   703433590   f    -1.1422233 37.9937428 0      0.0         
107   703214712   f    -1.123879  37.9959738 0      0.0         
108   10121603963 f    -1.1306114 37.9929838 0      0.0         
109   4437799325  f    -1.1494018 38.0384587 0      0.0         
110   1531829503  f    -1.1275266 37.9690013 0      0.0         
111   13829319    a    -1.150895  38.0332755 0      0.0         
112   13829322    a    -1.1224972 38.0486176 0      0.0         
113   13832323    a    -1.1267336 38.0464231 0      0.0         
114   28923951    a    -1.1679936 38.0093057 0      0.0         
115   28923985    a    -1.1829695 38.0025413 0      0.0         
116   28926579    a    -1.158629  38.0287195 0      0.0         
117   28926611    a    -1.1621551 38.0275793 0      0.0         
118   28926617    a    -1.1649604 38.0230527 0      0.0         
119   29096065    a    -1.2797085 37.9311126 0      0.0         
120   29096101    a    -1.263133  37.9479358 0      0.0         
121   29096323    a    -1.167108  38.0145005 0      0.0         
122   29096325    a    -1.1719805 38.0038677 0      0.0         
123   29096387    a    -1.1593058 38.0283536 0      0.0         
124   29096392    a    -1.1579306 38.0288085 0      0.0         
125   183510609   a    -1.02486   37.8351622 0      0.0         
126   183510730   a    -1.0660552 37.8525997 0      0.0         
127   183510847   a    -1.1015031 37.867769  0      0.0         
128   183510861   a    -1.1057466 37.8677974 0      0.0         
129   183582370   a    -1.0690108 37.8538354 0      0.0         
130   183582535   a    -1.1161022 37.866591  0      0.0         
131   183603484   a    -1.1627261 37.909582  0      0.0         
132   183603608   a    -1.1580399 37.9219943 0      0.0         
133   183603687   a    -1.1542821 37.9318016 0      0.0         
134   183603717   a    -1.1507595 37.9401541 0      0.0         
135   183603751   a    -1.1465814 37.9473238 0      0.0         
136   183603757   a    -1.1465425 37.9473737 0      0.0         
137   183603787   a    -1.1447519 37.9480054 0      0.0         
138   183603802   a    -1.1482751 37.9470324 0      0.0         
139   183604929   a    -1.1713134 37.9450825 0      0.0         
140   183604952   a    -1.1881942 37.9468293 0      0.0         
141   183604965   a    -1.1973766 37.9497771 0      0.0         
142   183605023   a    -1.1559397 37.9453055 0      0.0         
143   185655786   a    -1.1512724 37.939479  0      0.0         
144   185655819   a    -1.1544097 37.9318265 0      0.0         
145   185655897   a    -1.1594877 37.9210517 0      0.0         
146   185656269   a    -1.1396712 37.8867413 0      0.0         
147   248920790   a    -1.1324894 37.9901402 0      0.0         
148   248920845   a    -1.1350865 37.9912751 0      0.0         
149   248920846   a    -1.1351571 37.9910817 0      0.0         
150   248920867   a    -1.1357243 37.9911163 0      0.0         
151   248920868   a    -1.1357548 37.9913277 0      0.0         
152   248920875   a    -1.1357032 37.9914049 0      0.0         
153   248920932   a    -1.1356006 37.9887148 0      0.0         
154   248921152   a    -1.1368667 37.9881694 0      0.0         
155   248921153   a    -1.1373097 37.9881606 0      0.0         
156   248921154   a    -1.1385243 37.9885437 0      0.0         
157   248921212   a    -1.1377952 37.9855423 0      0.0         
158   248921239   a    -1.1402594 37.9903655 0      0.0         
159   248921427   a    -1.1409744 37.9878225 0      0.0         
160   248921430   a    -1.1402955 37.9849971 0      0.0         
161   248921493   a    -1.1421162 37.9873613 0      0.0         
162   248921496   a    -1.1425556 37.9885295 0      0.0         
163   248921497   a    -1.1419116 37.9887946 0      0.0         
164   248921511   a    -1.1413198 37.9922943 0      0.0         
165   248921543   a    -1.141184  37.9927826 0      0.0         
166   248921562   a    -1.1415301 37.9927221 0      0.0         
167   248921835   a    -1.1412133 37.9931708 0      0.0         
168   248921952   a    -1.1417101 37.9930864 0      0.0         
169   248921953   a    -1.1417473 37.9929683 0      0.0         
170   248922157   a    -1.1456912 37.990816  0      0.0         
171   248922597   a    -1.1433269 37.9919511 0      0.0         
172   248922977   a    -1.1316903 37.9830945 0      0.0         
173   248923459   a    -1.1252739 37.9903919 0      0.0         
174   248923461   a    -1.1244976 37.9874518 0      0.0         
175   248923496   a    -1.1272253 37.9805133 0      0.0         
176   248923497   a    -1.1270489 37.9808013 0      0.0         
177   248923499   a    -1.1274332 37.9811553 0      0.0         
178   248923608   a    -1.1256569 37.9842481 0      0.0         
179   248923611   a    -1.1246924 37.9830069 0      0.0         
180   248923632   a    -1.1224741 37.9838692 0      0.0         
181   248923666   a    -1.1231821 37.9850654 0      0.0         
182   248923694   a    -1.13037   37.9814635 0      0.0         
183   248923697   a    -1.1289925 37.9798035 0      0.0         
184   248923832   a    -1.1263275 37.9807239 0      0.0         
185   248923836   a    -1.1217572 37.9811172 0      0.0         
186   248923837   a    -1.1219333 37.9818118 0      0.0         
187   248923840   a    -1.1289347 37.9827911 0      0.0         
188   248923855   a    -1.1141707 37.981651  0      0.0         
189   248923857   a    -1.1142382 37.9821007 0      0.0         
190   248924071   a    -1.1229987 37.986784  0      0.0         
191   248924072   a    -1.1219604 37.9874693 0      0.0         
192   248924075   a    -1.119952  37.9875875 0      0.0         
193   248924078   a    -1.1216954 37.9895651 0      0.0         
194   248924082   a    -1.1215934 37.9879192 0      0.0         
195   248924087   a    -1.123168  37.9866498 0      0.0         
196   248924464   a    -1.1193275 37.9904433 0      0.0         
197   248924466   a    -1.119562  37.9905207 0      0.0         
198   248924468   a    -1.11968   37.9903083 0      0.0         
199   248924469   a    -1.1196657 37.9902882 0      0.0         
200   248924560   a    -1.1175636 37.9900375 0      0.0         
201   248924563   a    -1.117155  37.9900295 0      0.0         
202   248924565   a    -1.1171328 37.9898797 0      0.0         
203   248924603   a    -1.1161309 37.9890865 0      0.0         
204   248924604   a    -1.1164036 37.9890179 0      0.0         
205   248924658   a    -1.1142686 37.9829595 0      0.0         
206   248924659   a    -1.114377  37.982892  0      0.0         
207   248924785   a    -1.132158  37.9889    0      0.0         
208   248924789   a    -1.1274799 37.9897881 0      0.0         
209   248924871   a    -1.1311858 37.9818917 0      0.0         
210   248924872   a    -1.1308965 37.981554  0      0.0         
211   248924915   a    -1.144342  37.9891574 0      0.0         
212   248924919   a    -1.1370228 37.9787876 0      0.0         
213   248925430   a    -1.1350921 37.9763953 0      0.0         
214   248926486   a    -1.1411193 37.984731  0      0.0         
215   249257046   a    -1.1158347 37.986982  0      0.0         
216   249257102   a    -1.1158213 37.9869241 0      0.0         
217   249258491   a    -1.1163214 37.9892141 0      0.0         
218   249258757   a    -1.1174256 37.9897521 0      0.0         
219   249258789   a    -1.1200171 37.9897747 0      0.0         
220   249258886   a    -1.1218373 37.9822916 0      0.0         
221   249260256   a    -1.1429203 37.9920494 0      0.0         
222   249397084   a    -1.1364638 37.9763426 0      0.0         
223   249397591   a    -1.1363141 37.9763437 0      0.0         
224   249397694   a    -1.1308204 37.9813595 0      0.0         
225   249399106   a    -1.1193963 37.9902437 0      0.0         
226   249399108   a    -1.1144293 37.9818849 0      0.0         
227   249399127   a    -1.1400226 37.9825606 0      0.0         
228   249485063   a    -1.147831  37.9937175 0      0.0         
229   249485141   a    -1.1465269 37.9922063 0      0.0         
230   249485157   a    -1.1671974 38.0071772 0      0.0         
231   249485400   a    -1.1380601 37.9689706 0      0.0         
232   249486906   a    -1.1138221 37.9818003 0      0.0         
233   249486909   a    -1.1139774 37.9820976 0      0.0         
234   249486910   a    -1.1141275 37.9821134 0      0.0         
235   249768419   a    -1.1298504 37.9816291 0      0.0         
236   249768471   a    -1.1291303 37.980915  0      0.0         
237   249768539   a    -1.1286764 37.9799135 0      0.0         
238   249768592   a    -1.1283835 37.9800118 0      0.0         
239   249769321   a    -1.1385897 37.9825143 0      0.0         
240   249769327   a    -1.1399066 37.9829205 0      0.0         
241   249769380   a    -1.1370483 37.9830091 0      0.0         
242   249769491   a    -1.1338425 37.983358  0      0.0         
243   249769492   a    -1.1349562 37.9833326 0      0.0         
244   249769575   a    -1.1363144 37.9880216 0      0.0         
245   249769590   a    -1.1360164 37.9870776 0      0.0         
246   249769597   a    -1.1363005 37.9870529 0      0.0         
